F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
34196,29741023,Manhattan,40.83627,-73.94329,Private room,40,319,2,1,0.16,21
34379,29884003,Manhattan,40.74992,-73.98772,Private room,110,320,2,8,0.64,0
34908,30224962,Manhattan,40.72853,-73.98762,Private room,115,320,2,9,0.75,39
8310,6806165,Manhattan,40.8334,-73.93913,Private room,81,321,2,8,0.15,0
29227,24659877,Manhattan,40.79694,-73.96268,Private room,80,322,2,28,1.67,159
26792,22278941,Manhattan,40.78068,-73.94963,Private room,200,323,2,57,2.43,0
5722,4475128,Manhattan,40.78834,-73.9472,Private room,65,323,2,238,3.87,0
15010,12932186,Manhattan,40.81301,-73.94955,Private room,120,323,2,50,1.18,41
31169,26844905,Manhattan,40.73269,-73.98833,Private room,111,324,2,58,3.52,0
12927,10368714,Manhattan,40.8379,-73.94095,Private room,30,324,2,136,3.22,5
30638,26277872,Manhattan,40.78248,-73.94481,Private room,112,324,2,59,3.67,55
28290,23668849,Manhattan,40.75869,-73.99068,Private room,400,329,2,19,0.98,24
31613,27303282,Manhattan,40.76435,-73.99298,Private room,85,330,2,13,0.79,1
33836,29453203,Manhattan,40.78819,-73.94234,Private room,90,330,2,17,1.31,43
28800,24199249,Manhattan,40.73045,-73.98067,Private room,115,330,2,50,2.56,130
2700,1696050,Manhattan,40.80409,-73.95102,Private room,71,330,2,76,1.12,276
33813,29419330,Manhattan,40.76105,-73.96294,Private room,80,331,2,49,3.81,0
33238,28893365,Manhattan,40.72957,-73.98723,Private room,85,331,2,40,2.8,39
27297,22635815,Manhattan,40.83558,-73.9404,Private room,38,332,2,26,1.23,0
26031,21931508,Manhattan,40.81426,-73.95152,Private room,85,334,2,79,3.27,0
8148,6692571,Manhattan,40.86824,-73.92337,Private room,50,334,2,85,1.56,0
20726,17980714,Manhattan,40.73242,-73.9868,Private room,48,334,2,57,1.76,44
21747,18944834,Manhattan,40.76387,-73.9618,Private room,115,338,2,53,1.77,0
32926,28561160,Manhattan,40.7855,-73.97584,Private room,98,339,2,7,0.51,0
33674,29280869,Manhattan,40.71827,-73.98836,Private room,66,339,2,24,1.95,36
34860,30181399,Manhattan,40.73045,-74.00266,Private room,90,340,2,1,0.09,0
19864,16954330,Manhattan,40.80934,-73.95072,Private room,79,340,2,69,2,0
4027,2895820,Manhattan,40.73362,-73.9892,Private room,113,347,2,278,4.09,0
6966,5549530,Manhattan,40.7317,-73.98272,Private room,99,347,2,155,2.77,16
34720,30088310,Manhattan,40.80055,-73.96876,Private room,80,348,2,3,0.25,0
33127,28757780,Manhattan,40.85104,-73.93979,Private room,60,348,2,12,0.86,0
33196,28843143,Manhattan,40.85157,-73.93936,Private room,60,348,2,16,1.13,0
14014,11843397,Manhattan,40.79533,-73.94764,Private room,70,348,2,197,4.41,38
30755,26398320,Manhattan,40.72777,-73.98568,Private room,96,350,2,6,0.36,0
6630,5117339,Manhattan,40.78648,-73.9692,Private room,135,350,2,78,1.52,0
22536,19548468,Manhattan,40.74654,-74.00202,Private room,80,351,2,30,1.02,0
26514,22153412,Manhattan,40.73442,-73.98383,Private room,69,352,2,4,0.17,0
32723,28340698,Manhattan,40.72774,-74.00326,Private room,135,353,2,17,1.14,0
24084,20712652,Manhattan,40.77237,-73.95275,Private room,95,353,2,42,1.55,0
26265,22019711,Manhattan,40.85677,-73.92986,Private room,45,353,2,58,2.46,0
29220,24655787,Manhattan,40.79707,-73.94739,Private room,69,355,2,68,3.57,0
17756,15064512,Manhattan,40.73499,-73.99254,Private room,150,356,2,39,1,4
12047,9794364,Manhattan,40.8,-73.96404,Private room,100,358,2,42,0.91,0
34199,29753750,Manhattan,40.80551,-73.95136,Private room,147,358,2,73,5.64,35
34577,29995154,Manhattan,40.75989,-73.99227,Private room,85,359,2,1,0.08,0
19922,17037199,Manhattan,40.7265,-73.98278,Private room,71,359,2,80,2.33,4
24308,20884271,Manhattan,40.81888,-73.94345,Private room,53,360,2,47,1.76,0
11357,9394266,Manhattan,40.75088,-73.99951,Private room,100,360,2,158,3.25,0
34227,29776209,Manhattan,40.80679,-73.95105,Private room,75,361,2,12,0.94,0
35146,30376805,Manhattan,40.71446,-73.99112,Private room,95,361,2,10,0.88,7
8448,6933326,Manhattan,40.82231,-73.95626,Private room,75,362,2,18,0.34,0
13933,11742647,Manhattan,40.73586,-73.98028,Private room,100,362,2,45,0.99,0
13101,10576172,Manhattan,40.80512,-73.953,Private room,100,362,2,96,2.42,0
25089,21395676,Manhattan,40.71966,-73.99591,Private room,325,363,2,6,0.25,0
21400,18648243,Manhattan,40.8042,-73.95669,Private room,70,363,2,45,1.45,0
29983,25488542,Manhattan,40.84501,-73.93861,Private room,40,364,2,6,0.34,0
2120,1091840,Manhattan,40.78859,-73.94715,Private room,75,364,2,156,1.95,0
18448,15814363,Manhattan,40.72461,-73.98172,Private room,85,364,2,43,1.2,5
33218,28871214,Manhattan,40.78689,-73.945,Private room,150,364,2,61,4.22,148
15264,13107627,Manhattan Beach,40.58078,-73.95356,Private room,125,13,2,26,0.61,0
1413,681805,Mariners Harbor,40.62879,-74.16062,Private room,54,132,2,57,0.66,243
32847,28461232,Maspeth,40.73591,-73.90013,Private room,65,0,2,5,0.35,365
33214,28867326,Maspeth,40.73661,-73.90021,Private room,31,0,2,13,0.92,365
16691,13971185,Maspeth,40.73425,-73.89553,Private room,61,95,2,26,0.66,323
26325,22054258,Melrose,40.82496,-73.91389,Private room,45,31,2,78,3.33,330
30494,26129270,Middle Village,40.71293,-73.88402,Private room,70,130,2,30,1.88,163
18670,16018094,Midtown,40.75381,-73.97125,Private room,899,0,2,2,0.05,364
23193,20009122,Midtown,40.76764,-73.98468,Private room,130,22,2,5,0.24,319
4627,3556615,Midtown,40.76553,-73.9953,Private room,200,22,2,71,1.11,352
17973,15299748,Midtown,40.7531,-73.97321,Private room,252,25,2,3,0.08,340
2511,1466552,Midtown,40.76199,-73.98627,Private room,169,28,2,40,0.53,357
11693,9597111,Midtown,40.75429,-73.99198,Private room,99,64,2,6,0.12,330
33007,28637001,Midtown,40.76282,-73.98847,Private room,145,81,2,64,4.59,313
25640,21733545,Midtown,40.75575,-73.99374,Private room,130,99,2,52,2.13,135
33306,28952972,Midtown,40.7656,-73.98,Private room,450,100,2,2,0.53,338
28897,24287863,Midtown,40.75512,-73.97155,Private room,350,143,2,81,4.04,238
29904,25403738,Midtown,40.75043,-73.97,Private room,150,186,2,2,0.12,0
1440,697923,Midtown,40.76422,-73.99382,Private room,75,207,2,187,2.22,63
30022,25534977,Midtown,40.76538,-73.98293,Private room,150,214,2,113,7.4,74
30361,25998807,Midtown,40.76311,-73.98704,Private room,98,257,2,93,5.69,133
29226,24659224,Midtown,40.76511,-73.98762,Private room,139,295,2,50,2.59,91
33313,28958325,Midtown,40.76488,-73.9806,Private room,150,299,2,5,0.36,0
33262,28913606,Midtown,40.75359,-73.97305,Private room,175,301,2,3,0.21,122
31684,27375467,Midtown,40.76335,-73.98737,Private room,150,320,2,60,4.04,35
27598,22961764,Midtown,40.75715,-73.99759,Private room,110,338,2,13,0.58,0
5047,3913541,Midtown,40.76008,-73.992,Private room,84,362,2,5,0.08,0
17903,15218579,Midtown East,40.75359,-73.97295,Private room,649,0,2,13,0.34,364
4416,3344237,Midtown East,40.75958,-73.96231,Private room,125,3,2,64,0.96,348
2736,1730937,Midtown East,40.75622,-73.9728,Private room,139,6,2,35,0.68,344
2907,1881846,Midtown East,40.75375,-73.96556,Private room,150,14,2,138,1.89,340
18625,15984446,Midtown East,40.7523,-73.97288,Private room,198,22,2,26,0.73,345
17876,15191740,Midtown East,40.75368,-73.97358,Private room,198,22,2,37,0.95,345
13700,11495797,Midtown East,40.7604,-73.9741,Private room,1100,122,2,20,0.47,243
18151,15494542,Midtown East,40.74817,-73.97595,Private room,150,198,2,92,2.51,127
35290,30395433,Midtown East,40.74985,-73.98152,Private room,90,295,2,19,1.6,91
19651,16706758,Midtown East,40.75369,-73.96679,Private room,99,364,2,26,0.74,0
12978,10435862,Midwood,40.61465,-73.96065,Private room,65,1,2,9,0.19,365
4750,3662795,Midwood,40.62401,-73.95775,Private room,49,19,2,28,0.53,278
29200,24633702,Midwood,40.6155,-73.9522,Private room,52,97,2,12,0.64,73
23091,19942242,Midwood,40.62468,-73.94532,Private room,46,211,2,5,0.17,150
11201,9283104,Midwood,40.61949,-73.95443,Private room,60,270,2,54,1.1,0
6751,5286482,Midwood,40.62636,-73.9627,Private room,50,274,2,21,1.09,63
11416,9435503,Morningside Heights,40.80294,-73.96007,Private room,90,39,2,77,1.89,343
12480,10014783,Morris Heights,40.85292,-73.91683,Private room,51,38,2,41,0.97,365
34253,29795012,Morris Park,40.85311,-73.85724,Private room,60,281,2,1,1,0
13959,11778761,Mott Haven,40.81778,-73.90858,Private room,60,22,2,72,1.7,357
14270,12133746,Mott Haven,40.81725,-73.90929,Private room,55,26,2,31,0.71,345
2321,1278784,Mott Haven,40.81291,-73.90772,Private room,60,96,2,148,1.9,349
15795,13431664,Mott Haven,40.81937,-73.90978,Private room,45,192,2,87,2.06,175
4908,3802218,Mott Haven,40.80772,-73.91791,Private room,53,364,2,345,5.4,2
21572,18795447,Mount Eden,40.84473,-73.91175,Private room,55,133,2,129,4.43,348
2787,1780748,Murray Hill,40.74881,-73.97234,Private room,151,5,2,39,0.52,358
26672,22226156,Murray Hill,40.74623,-73.97404,Private room,199,288,2,99,4.19,145
21764,18959626,Murray Hill,40.75071,-73.97995,Private room,138,296,2,49,1.84,78
12468,10009737,Murray Hill,40.74622,-73.97913,Private room,95,344,2,28,0.67,3
21632,18855694,Nolita,40.72184,-73.99471,Private room,152,180,2,55,1.89,195
12719,10138870,Nolita,40.72148,-73.99581,Private room,105,243,2,55,1.15,0
6350,4853647,Ozone Park,40.68559,-73.8496,Private room,99,7,2,141,2.34,332
29801,25289156,Ozone Park,40.67684,-73.84859,Private room,150,208,2,26,1.45,164
22029,19162648,Park Slope,40.6646,-73.98184,Private room,119,17,2,118,4.22,0
5030,3897387,Park Slope,40.67927,-73.97434,Private room,125,21,2,140,2.19,334
6163,4760085,Park Slope,40.67851,-73.97678,Private room,95,26,2,154,2.86,310
5979,4649627,Park Slope,40.6702,-73.97885,Private room,135,39,2,88,1.47,0
4292,3216335,Park Slope,40.68193,-73.97636,Private room,300,41,2,140,2.1,356
10457,8628425,Park Slope,40.67397,-73.98237,Private room,49,50,2,48,0.95,194
7219,5846745,Park Slope,40.68018,-73.97596,Private room,115,55,2,170,3.04,1
13943,11753760,Park Slope,40.66736,-73.98773,Private room,140,73,2,167,3.81,320
1834,856918,Park Slope,40.67422,-73.98097,Private room,62,146,2,15,0.18,316
34713,30085711,Park Slope,40.67989,-73.97922,Private room,120,193,2,12,0.95,65
14080,11935301,Park Slope,40.67549,-73.98057,Private room,85,211,2,1,0.02,123
30641,26280662,Park Slope,40.68176,-73.97891,Private room,125,278,2,2,0.29,29
11754,9635981,Park Slope,40.65992,-73.98403,Private room,68,286,2,28,0.59,74
2866,1846580,Park Slope,40.66516,-73.9794,Private room,72,296,2,172,2.4,0
18897,16205154,Park Slope,40.66593,-73.9879,Private room,93,355,2,34,0.95,8
21252,18508470,Park Versailles,40.83117,-73.87566,Private room,43,342,2,88,2.82,56
21133,18402330,Park Versailles,40.82942,-73.87564,Private room,60,346,2,101,3.21,47
21301,18564694,Park Versailles,40.8298,-73.87715,Private room,40,346,2,76,2.45,62
29547,25004276,Parkchester,40.83688,-73.85584,Private room,80,308,2,6,0.32,0
32146,27782761,Parkchester,40.83581,-73.85864,Private room,65,356,2,3,0.2,0
2241,1187643,Port Morris,40.80904,-73.93037,Private room,65,24,2,70,0.89,265
15624,13327345,Port Morris,40.80952,-73.93025,Private room,41,201,2,67,1.59,164
15791,13430458,Port Morris,40.80842,-73.93136,Private room,33,217,2,70,1.71,129
18115,15462051,Port Richmond,40.63135,-74.13023,Private room,79,13,2,21,0.56,308
32365,27991020,Prospect Heights,40.67752,-73.96977,Private room,200,9,2,30,2.01,349
29509,24964123,Prospect Heights,40.67846,-73.97157,Private room,99,177,2,2,0.11,0
6710,5237422,Prospect Heights,40.68093,-73.97182,Private room,135,215,2,79,1.36,155
25745,21785354,Prospect Heights,40.67471,-73.96408,Private room,60,294,2,74,2.97,64
6176,4767139,Prospect Heights,40.68163,-73.97122,Private room,88,360,2,47,0.81,0
24310,20886432,Queens,40.74722,-73.9186,Private room,80,0,2,30,1.11,342
11235,9319688,Queens,40.76354,-73.91789,Private room,77,1,2,1,0.05,341
30418,26055132,Queens,40.70267,-73.88663,Private room,83,1,2,5,0.29,364
24892,21280280,Queens,40.75602,-73.818,Private room,40,3,2,38,1.47,0
21061,18331097,Queens,40.75637,-73.81576,Private room,100,5,2,72,2.28,0
33575,29184419,Queens,40.74364,-73.90222,Private room,50,6,2,23,1.65,336
30444,26076877,Queens,40.69791,-73.85158,Private room,40,6,2,17,0.95,354
10539,8703888,Queens,40.7553,-73.88702,Private room,50,6,2,53,1.05,358
18143,15483662,Queens,40.74795,-73.91744,Private room,114,7,2,8,0.37,163
22154,19247235,Queens,40.75715,-73.81272,Private room,116,7,2,71,2.36,360
21249,18507990,Queens,40.75558,-73.90534,Private room,50,9,2,34,1.15,0
4022,2889377,Queens,40.75494,-73.81818,Private room,59,9,2,50,0.75,170
2592,1571455,Queens,40.74409,-73.89864,Private room,75,9,2,25,0.37,365
14613,12523287,Queens,40.71915,-73.84397,Private room,65,9,2,33,0.77,365
7414,6077354,Queens,40.72399,-73.87088,Private room,100,10,2,55,0.98,357
29005,24403784,Queens,40.70778,-73.90323,Private room,50,11,2,6,0.4,2
29653,25126466,Queens,40.70537,-73.88899,Private room,50,11,2,30,1.6,350
33539,29157794,Queens,40.73288,-73.87177,Private room,55,12,2,10,0.72,0
20854,18120592,Queens,40.75811,-73.81458,Private room,47,12,2,145,4.51,0
18142,15483201,Queens,40.74777,-73.91685,Private room,102,13,2,40,1.12,356
22746,19713885,Queens,40.75091,-73.89304,Private room,62,14,2,70,2.42,346
31252,26918753,Queens,40.76109,-73.88898,Private room,40,15,2,35,2.16,95
7270,5895056,Queens,40.754,-73.80701,Private room,47,15,2,40,0.73,339
20492,17717799,Queens,40.75708,-73.81268,Private room,51,15,2,140,4.26,355
16025,13558030,Queens,40.75061,-73.87576,Private room,45,16,2,71,1.72,320
29782,25264902,Queens,40.74689,-73.91652,Private room,70,16,2,41,2.29,342
24619,21110494,Queens,40.75898,-73.81448,Private room,45,17,2,82,3.13,358
3951,2801300,Queens,40.75611,-73.81957,Private room,75,18,2,57,0.85,357
33410,29038655,Queens,40.76696,-73.91108,Private room,55,19,2,11,0.79,9
32061,27695755,Queens,40.75375,-73.90037,Private room,57,19,2,26,1.64,171
6842,5395679,Queens,40.69829,-73.90771,Private room,65,19,2,148,2.6,244
34429,29908325,Queens,40.67903,-73.76535,Private room,83,19,2,2,0.16,307
17445,14746873,Queens,40.69621,-73.84532,Private room,67,20,2,9,0.23,355
30090,25673769,Queens,40.76,-73.90684,Private room,60,21,2,47,2.59,339
33800,29412276,Queens,40.75473,-73.8715,Private room,45,22,2,38,2.8,257
3922,2757036,Queens,40.75606,-73.81954,Private room,55,23,2,59,0.87,329
7271,5895082,Queens,40.76173,-73.80767,Private room,45,23,2,58,1.07,353
22784,19737981,Queens,40.75786,-73.8123,Private room,48,24,2,59,2.06,362
13511,11228502,Queens,40.69585,-73.83098,Private room,50,25,2,6,0.24,359
3842,2661098,Queens,40.72786,-73.86946,Private room,55,26,2,15,0.23,89
17751,15058410,Queens,40.68287,-73.85981,Private room,65,26,2,44,1.12,175
24180,20785435,Queens,40.68998,-73.75477,Private room,60,27,2,24,1.02,364
4767,3677769,Queens,40.74189,-73.92375,Private room,75,33,2,118,1.85,0
32799,28411594,Queens,40.72962,-73.88053,Private room,45,41,2,3,0.2,0
18193,15527416,Queens,40.74262,-73.87907,Private room,51,45,2,112,2.96,321
24315,20888611,Queens,40.76462,-73.9319,Private room,49,46,2,25,1.49,27
4921,3812222,Queens,40.72356,-73.83982,Private room,125,52,2,142,2.21,352
1805,848707,Queens,40.76,-73.81117,Private room,60,56,2,19,0.23,191
4557,3499016,Queens,40.77902,-73.90768,Private room,100,57,2,2,0.03,339
24210,20804915,Queens,40.7623,-73.91645,Private room,100,57,2,38,1.4,355
5499,4291200,Queens,40.7269,-73.83952,Private room,95,57,2,47,0.76,360
10450,8622301,Queens,40.76914,-73.92118,Private room,120,61,2,273,5.36,0
14589,12493291,Queens,40.75069,-73.89476,Private room,60,71,2,29,0.76,192
14335,12210448,Queens,40.70707,-73.91384,Private room,120,71,2,182,4.11,318
30678,26327565,Queens,40.70479,-73.76357,Private room,45,101,2,38,2.37,255
33389,29016907,Queens,40.70459,-73.76271,Private room,45,105,2,17,1.22,255
24475,21006224,Queens,40.76124,-73.76178,Private room,59,105,2,81,3.08,311
25880,21850427,Queens,40.69946,-73.90833,Private room,60,110,2,112,4.52,0
15187,13063023,Queens,40.76437,-73.91304,Private room,36,110,2,39,0.95,11
28408,23780896,Queens,40.75204,-73.88902,Private room,70,115,2,3,0.14,187
31851,27524646,Queens,40.70134,-73.909,Private room,89,121,2,42,2.66,184
24928,21298453,Queens,40.69933,-73.81436,Private room,55,121,2,49,1.91,254
5469,4274462,Queens,40.70439,-73.91111,Private room,49,143,2,37,0.67,350
12919,10360144,Queens,40.77673,-73.90993,Private room,40,144,2,9,0.2,323
29207,24635562,Queens,40.77562,-73.91431,Private room,50,146,2,27,1.4,300
32956,28587071,Queens,40.71987,-73.79816,Private room,35,150,2,45,3.22,187
26925,22342382,Queens,40.77233,-73.91251,Private room,50,164,2,50,2.12,0
10518,8684074,Queens,40.67168,-73.74744,Private room,42,177,2,54,1.1,279
31816,27499097,Queens,40.70531,-73.75835,Private room,46,180,2,80,5.03,347
27631,22985840,Queens,40.75735,-73.87845,Private room,65,186,2,13,0.63,179
17077,14295885,Queens,40.686,-73.7691,Private room,54,188,2,4,0.21,158
28540,23901118,Queens,40.6736,-73.82092,Private room,65,191,2,21,1.11,176
26340,22061175,Queens,40.69965,-73.74993,Private room,80,191,2,7,0.37,364
28064,23466594,Queens,40.75707,-73.81205,Private room,46,192,2,28,1.32,177
27642,23000751,Queens,40.74807,-73.73674,Private room,65,192,2,36,1.62,236
19118,16324411,Queens,40.76509,-73.8717,Private room,45,194,2,284,7.85,158
25486,21647932,Queens,40.74302,-73.90497,Private room,29,196,2,16,0.65,202
28081,23483467,Queens,40.75295,-73.86465,Private room,37,200,2,91,4.27,78
20653,17888337,Queens,40.75901,-73.81461,Private room,47,200,2,103,3.21,172
28844,24247367,Queens,40.70058,-73.91061,Private room,50,201,2,61,3.27,5
33413,29041626,Queens,40.74459,-73.91167,Private room,90,201,2,3,0.39,174
19122,16325899,Queens,40.76582,-73.87153,Private room,45,202,2,348,9.62,148
19404,16475570,Queens,40.76383,-73.87337,Private room,40,203,2,282,7.92,0
30812,26455688,Queens,40.75523,-73.91297,Private room,59,204,2,49,2.91,158
16636,13936825,Queens,40.73096,-73.84924,Private room,125,205,2,21,0.67,171
18678,16026815,Queens,40.75559,-73.9208,Private room,95,206,2,70,1.91,130
32060,27695485,Queens,40.75398,-73.90084,Private room,58,209,2,51,3.22,122
8263,6768399,Queens,40.75443,-73.80787,Private room,48,211,2,54,0.99,123
27874,23251417,Queens,40.77202,-73.91292,Private room,60,211,2,39,2.52,128
28094,23495421,Queens,40.68936,-73.84114,Private room,60,212,2,45,2.13,133
20994,18268446,Queens,40.78162,-73.91765,Private room,55,213,2,5,0.18,168
8135,6680201,Queens,40.75394,-73.80538,Private room,45,214,2,196,3.58,0
8317,6812061,Queens,40.73878,-73.89423,Private room,65,214,2,101,1.86,243
21363,18613981,Queens,40.74218,-73.82833,Private room,36,215,2,129,4.19,81
23445,20194791,Queens,40.73676,-73.92756,Private room,65,216,2,81,2.9,134
14683,12622845,Queens,40.74431,-73.92024,Private room,75,221,2,119,2.73,0
31845,27523125,Queens,40.69783,-73.85221,Private room,78,237,2,83,5.52,161
21856,19046687,Queens,40.74286,-73.95417,Private room,61,238,2,132,4.41,92
17176,14404240,Queens,40.71741,-73.8333,Private room,58,239,2,81,2.02,0
34680,30063499,Queens,40.76068,-73.82233,Private room,66,239,2,43,3.6,300
30219,25829582,Queens,40.72691,-73.85478,Private room,38,260,2,43,2.4,2
33754,29359092,Queens,40.74133,-73.88345,Private room,41,261,2,78,5.81,49
5574,4359756,Queens,40.75259,-73.94104,Private room,97,275,2,19,0.63,89
21770,18962916,Queens,40.65283,-73.73887,Private room,38,275,2,64,2.1,94
32610,28225706,Queens,40.75598,-73.8837,Private room,60,275,2,5,0.33,177
17258,14499377,Queens,40.69654,-73.74893,Private room,68,276,2,70,2.19,81
14160,12026418,Queens,40.72526,-73.85973,Private room,70,276,2,42,0.94,89
27053,22416923,Queens,40.70478,-73.91179,Private room,60,278,2,23,1,64
21486,18722146,Queens,40.75865,-73.91737,Private room,150,278,2,2,0.06,87
24689,21165138,Queens,40.75806,-73.83042,Private room,65,280,2,27,1.03,62
6382,4873690,Queens,40.74282,-73.94994,Private room,82,281,2,127,2.11,17
27563,22923314,Queens,40.72454,-73.84103,Private room,78,281,2,5,0.28,33
27729,23076745,Queens,40.68728,-73.82875,Private room,75,283,2,1,0.05,0
29012,24413589,Queens,40.75558,-73.93643,Private room,75,285,2,91,4.88,12
32789,28400092,Queens,40.77882,-73.90935,Private room,74,285,2,6,0.44,84
24738,21191862,Queens,40.77317,-73.82405,Private room,200,288,2,13,0.55,66
21718,18914656,Queens,40.7547,-73.81238,Private room,66,288,2,64,2.16,73
25023,21358406,Queens,40.77221,-73.82401,Private room,80,288,2,36,1.42,79
27454,22786489,Queens,40.77253,-73.82467,Private room,140,289,2,14,0.63,66
24806,21230280,Queens,40.77241,-73.82388,Private room,45,290,2,24,0.97,66
34537,29966514,Queens,40.68706,-73.8645,Private room,45,291,2,8,1.14,62
29462,24917792,Queens,40.76323,-73.83028,Private room,45,292,2,50,2.62,69
27672,23026309,Queens,40.74208,-73.92414,Private room,50,293,2,68,3.22,52
17227,14469621,Queens,40.77063,-73.8098,Private room,75,295,2,92,2.29,85
2778,1767037,Queens,40.68968,-73.85219,Private room,29,300,2,417,5.57,0
32801,28412322,Queens,40.68588,-73.76315,Private room,60,301,2,46,3.14,65
27879,23253216,Queens,40.70991,-73.91832,Private room,30,301,2,32,1.56,68
22341,19387438,Queens,40.73832,-73.90669,Private room,45,304,2,54,1.84,169
32936,28565170,Queens,40.74909,-73.90915,Private room,35,305,2,40,2.77,0
30446,26078971,Queens,40.75654,-73.94232,Private room,65,311,2,62,3.71,62
33210,28865651,Queens,40.74315,-73.91567,Private room,125,312,2,7,0.52,48
27293,22631779,Queens,40.77317,-73.91508,Private room,55,316,2,68,3.36,54
26593,22190231,Queens,40.73094,-73.90131,Private room,59,338,2,13,0.67,0
18488,15855156,Queens,40.75927,-73.9092,Private room,55,339,2,104,2.78,27
5369,4195677,Queens,40.74944,-73.91361,Private room,50,343,2,86,1.36,61
35295,30398077,Queens,40.7686,-73.91354,Private room,120,345,2,4,0.35,0
14736,12681868,Queens,40.77008,-73.92878,Private room,58,354,2,73,1.7,0
34697,30069635,Queens,40.76589,-73.92259,Private room,150,357,2,4,0.33,0
34611,30017676,Queens,40.76531,-73.8138,Private room,43,359,2,6,0.48,0
30330,25951465,Queens,40.71106,-73.78393,Private room,59,359,2,10,0.56,0
28030,23433996,Queens,40.76451,-73.91182,Private room,100,360,2,28,1.72,0
24546,21055192,Queens,40.77429,-73.92123,Private room,90,361,2,11,0.42,77
32633,28254842,Queens,40.77033,-73.91008,Private room,50,362,2,5,0.35,0
17031,14237397,Queens,40.7591,-73.9278,Private room,49,362,2,127,3.12,0
17975,15301517,Queens,40.75786,-73.92808,Private room,49,362,2,126,3.25,37
34278,29821998,Queens,40.74836,-73.93833,Private room,95,363,2,3,0.25,0
32390,28021392,Queens,40.69548,-73.77436,Private room,65,364,2,1,0.09,0
25170,21458865,Red Hook,40.67634,-74.00293,Private room,69,283,2,40,1.7,88
14098,11961053,Red Hook,40.67849,-74.01178,Private room,85,296,2,89,4.59,47
33012,28641288,Rego Park,40.73137,-73.87193,Private room,69,334,2,3,0.21,0
34159,29706277,Rego Park,40.71639,-73.85799,Private room,55,358,2,17,1.28,0
6772,5309959,Richmond Hill,40.69509,-73.83203,Private room,50,0,2,22,0.46,364
27903,23281484,Richmond Hill,40.70736,-73.8332,Private room,60,5,2,1,0.05,293
7994,6576336,Richmond Hill,40.6904,-73.83727,Private room,70,18,2,118,2.31,342
17512,14808890,Richmond Hill,40.69416,-73.84698,Private room,47,205,2,32,1.18,170
24133,20755975,Richmond Hill,40.70305,-73.82687,Private room,55,279,2,10,0.37,89
28634,24006208,Richmond Hill,40.71295,-73.82867,Private room,50,280,2,38,1.97,326
25024,21358930,Richmond Hill,40.6868,-73.82896,Private room,83,336,2,18,0.7,0
3589,2372740,Ridgewood,40.70375,-73.9094,Private room,45,4,2,29,0.42,0
2044,1025001,Ridgewood,40.70538,-73.89448,Private room,75,7,2,140,1.73,342
6857,5406167,Ridgewood,40.70696,-73.91155,Private room,49,52,2,55,0.97,253
14302,12173205,Ridgewood,40.70724,-73.91228,Private room,80,55,2,197,4.43,308
32673,28306885,Ridgewood,40.71246,-73.88784,Private room,70,146,2,6,0.41,154
29304,24754245,Ridgewood,40.70125,-73.91051,Private room,42,165,2,54,2.78,6
22125,19227560,Ridgewood,40.69578,-73.90261,Private room,100,194,2,57,1.93,178
25256,21513143,Ridgewood,40.70341,-73.89624,Private room,48,197,2,43,1.69,157
30033,25545177,Ridgewood,40.7054,-73.90233,Private room,100,219,2,17,0.94,86
29203,24634657,Ridgewood,40.70055,-73.91013,Private room,45,230,2,61,3.17,4
26779,22274932,Ridgewood,40.71261,-73.91429,Private room,80,288,2,54,2.27,71
18310,15665485,Ridgewood,40.69692,-73.90008,Private room,64,324,2,11,0.4,2
34493,29945283,Ridgewood,40.70356,-73.90241,Private room,75,332,2,3,0.26,77
35538,30531695,Ridgewood,40.70383,-73.91171,Private room,60,356,2,2,0.17,0
3086,2008227,Riverdale,40.90804,-73.90005,Private room,69,33,2,154,2.14,340
13350,10985093,Roosevelt Island,40.76366,-73.9479,Private room,79,16,2,36,0.82,340
8683,7093920,Roosevelt Island,40.76193,-73.94933,Private room,83,186,2,199,3.76,226
20813,18076816,Roosevelt Island,40.76213,-73.94971,Private room,100,299,2,105,3.26,153
17804,15114512,Sheepshead Bay,40.60892,-73.96221,Private room,64,190,2,20,0.51,171
15579,13295693,Sheepshead Bay,40.59621,-73.95767,Private room,51,293,2,94,2.48,51
19727,16780398,Sheepshead Bay,40.59338,-73.9579,Private room,50,299,2,97,2.82,0
18197,15529937,Sheepshead Bay,40.60983,-73.95887,Private room,39,302,2,36,1.15,100
17542,14838808,Soho,40.72198,-74.00296,Private room,129,8,2,38,0.97,70
24548,21056487,Soho,40.7228,-73.99799,Private room,99,198,2,41,1.54,64
13738,11535506,Soho,40.72705,-74.00314,Private room,190,208,2,60,1.42,138
2636,1630572,Soho,40.72391,-73.99879,Private room,194,209,2,154,2.04,336
19991,17136721,Soho,40.72576,-74.00266,Private room,80,281,2,159,4.71,51
33405,29037141,Soundview,40.83144,-73.86639,Private room,38,12,2,11,0.81,0
3631,2435198,Soundview,40.82528,-73.86004,Private room,50,220,2,39,0.58,206
32473,28101926,Soundview,40.80644,-73.8518,Private room,48,362,2,56,3.67,0
24381,20941915,St. George,40.64123,-74.08169,Private room,85,2,2,3,1.32,364
25985,21901025,St. George,40.64537,-74.08381,Private room,100,47,2,84,3.39,0
