temperature,rainfall,humidity,yield_apples2
41.00,56.00,62.00,54.50
78.00,85.00,97.00,88.90
50.00,70.00,73.00,65.50
50.00,75.00,65.00,62.50
86.00,61.00,93.00,84.50
62.00,59.00,46.00,53.40
57.00,88.00,75.00,72.20
48.00,77.00,64.00,61.80
88.00,46.00,88.00,79.60
48.00,57.00,41.00,46.30
59.00,46.00,79.00,66.40
68.00,62.00,97.00,81.30
47.00,41.00,84.00,64.30
75.00,61.00,73.00,71.20
58.00,70.00,46.00,54.40
83.00,42.00,74.00,70.30
58.00,71.00,84.00,73.60
59.00,94.00,44.00,58.50
76.00,86.00,65.00,72.50
74.00,89.00,84.00,82.00
93.00,68.00,55.00,69.00
64.00,56.00,92.00,76.40
84.00,40.00,74.00,70.20
48.00,95.00,80.00,73.40
73.00,87.00,44.00,61.30
95.00,52.00,56.00,66.90
73.00,41.00,70.00,65.10
91.00,83.00,80.00,83.90
85.00,56.00,66.00,69.70
70.00,93.00,50.00,64.60
75.00,42.00,40.00,50.90
95.00,63.00,85.00,83.60
52.00,43.00,47.00,47.70
65.00,75.00,41.00,55.00
40.00,96.00,69.00,65.70
95.00,75.00,57.00,72.00
98.00,48.00,92.00,85.00
50.00,77.00,84.00,72.40
67.00,68.00,61.00,64.20
43.00,60.00,86.00,67.90
57.00,98.00,48.00,60.70
40.00,54.00,56.00,50.80
49.00,92.00,98.00,82.10
69.00,91.00,43.00,60.40
46.00,61.00,97.00,74.50
55.00,47.00,51.00,51.40
48.00,72.00,70.00,63.80
70.00,43.00,96.00,77.60
50.00,80.00,95.00,78.50
72.00,69.00,75.00,72.90
48.00,76.00,98.00,78.60
59.00,53.00,61.00,58.80
53.00,87.00,70.00,68.30
58.00,70.00,41.00,51.90
49.00,62.00,57.00,55.60
97.00,53.00,87.00,83.20
73.00,71.00,47.00,59.60
56.00,58.00,69.00,62.90
95.00,71.00,93.00,89.20
77.00,70.00,78.00,76.10
50.00,63.00,40.00,47.60
68.00,92.00,97.00,87.30
70.00,73.00,59.00,65.10
86.00,81.00,42.00,63.00
65.00,61.00,91.00,77.20
50.00,41.00,89.00,67.70
62.00,93.00,94.00,84.20
78.00,56.00,69.00,69.10
91.00,68.00,79.00,80.40
56.00,46.00,65.00,58.50
41.00,96.00,49.00,56.00
47.00,87.00,71.00,67.00
97.00,48.00,45.00,61.20
72.00,88.00,54.00,66.20
54.00,96.00,46.00,58.40
96.00,56.00,76.00,78.00
51.00,70.00,67.00,62.80
88.00,44.00,44.00,57.20
86.00,53.00,76.00,74.40
94.00,64.00,83.00,82.50
67.00,48.00,40.00,49.70
47.00,93.00,69.00,67.20
91.00,98.00,66.00,79.90
87.00,52.00,82.00,77.50
58.00,84.00,59.00,63.70
54.00,90.00,85.00,76.70
77.00,69.00,70.00,71.90
73.00,68.00,95.00,83.00
67.00,66.00,63.00,64.80
88.00,52.00,49.00,61.30
56.00,89.00,45.00,57.10
73.00,89.00,57.00,68.20
66.00,96.00,45.00,61.50
63.00,68.00,70.00,67.50
88.00,71.00,78.00,79.60
82.00,60.00,91.00,82.10
88.00,84.00,95.00,90.70
53.00,74.00,66.00,63.70
76.00,60.00,64.00,66.80
69.00,41.00,41.00,49.40
93.00,75.00,61.00,73.40
67.00,94.00,70.00,73.90
44.00,52.00,72.00,59.60
91.00,60.00,42.00,60.30
98.00,95.00,63.00,79.90
78.00,42.00,73.00,68.30
76.00,76.00,97.00,86.50
79.00,61.00,72.00,71.90
74.00,93.00,94.00,87.80
89.00,55.00,64.00,69.70
67.00,84.00,72.00,72.90
74.00,68.00,90.00,80.80
82.00,42.00,62.00,64.00
89.00,46.00,79.00,75.40
83.00,66.00,53.00,64.60
90.00,92.00,85.00,87.90
83.00,57.00,94.00,83.30
54.00,79.00,87.00,75.50
97.00,43.00,68.00,71.70
68.00,72.00,83.00,76.30
87.00,69.00,77.00,78.40
51.00,76.00,40.00,50.50
81.00,67.00,52.00,63.70
87.00,52.00,90.00,81.50
67.00,41.00,50.00,53.30
67.00,61.00,47.00,55.80
94.00,68.00,68.00,75.80
80.00,91.00,83.00,83.70
44.00,74.00,62.00,59.00
70.00,62.00,72.00,69.40
70.00,93.00,81.00,80.10
42.00,53.00,77.00,61.70
58.00,66.00,66.00,63.60
40.00,55.00,67.00,56.50
52.00,42.00,43.00,45.50
77.00,92.00,75.00,79.00
80.00,49.00,42.00,54.80
88.00,77.00,73.00,78.30
61.00,97.00,61.00,68.20
71.00,85.00,61.00,68.80
60.00,71.00,97.00,80.70
80.00,57.00,86.00,78.40
52.00,97.00,97.00,83.50
51.00,87.00,47.00,56.20
95.00,55.00,59.00,69.00
42.00,83.00,84.00,71.20
91.00,77.00,70.00,77.70
60.00,79.00,66.00,66.80
53.00,74.00,50.00,55.70
62.00,65.00,84.00,73.60
72.00,79.00,81.00,77.90
93.00,67.00,63.00,72.80
46.00,96.00,88.00,77.00
88.00,59.00,48.00,62.20
96.00,78.00,78.00,83.40
67.00,49.00,40.00,49.90
72.00,93.00,68.00,74.20
83.00,63.00,74.00,74.50
57.00,70.00,42.00,52.10
91.00,76.00,73.00,79.00
51.00,44.00,91.00,69.60
55.00,52.00,93.00,73.40
57.00,68.00,50.00,55.70
55.00,73.00,79.00,70.60
55.00,93.00,66.00,68.10
69.00,58.00,96.00,80.30
77.00,90.00,46.00,64.10
77.00,68.00,85.00,79.20
71.00,43.00,74.00,66.90
77.00,76.00,53.00,64.80
79.00,80.00,42.00,60.70
68.00,94.00,83.00,80.70
54.00,50.00,87.00,69.70
59.00,97.00,69.00,71.60
68.00,97.00,48.00,63.80
51.00,45.00,51.00,49.80
76.00,96.00,70.00,77.00
59.00,40.00,80.00,65.70
89.00,91.00,68.00,78.90
60.00,95.00,50.00,62.00
56.00,88.00,67.00,67.90
55.00,92.00,64.00,66.90
42.00,76.00,88.00,71.80
60.00,48.00,66.00,60.60
44.00,62.00,63.00,57.10
76.00,40.00,85.00,73.30
58.00,85.00,55.00,61.90
92.00,49.00,85.00,79.90
78.00,53.00,62.00,65.00
45.00,76.00,97.00,77.20
70.00,98.00,90.00,85.60
54.00,53.00,56.00,54.80
53.00,61.00,66.00,61.10
82.00,55.00,83.00,77.10
80.00,84.00,58.00,69.80
40.00,85.00,98.00,78.00
98.00,72.00,65.00,76.30
58.00,96.00,74.00,73.60
69.00,57.00,55.00,59.60
40.00,58.00,60.00,53.60
47.00,95.00,64.00,65.10
70.00,80.00,72.00,73.00
47.00,97.00,63.00,65.00
93.00,77.00,86.00,86.30
60.00,67.00,53.00,57.90
90.00,43.00,78.00,74.60
91.00,96.00,65.00,79.00
58.00,45.00,71.00,61.90
58.00,98.00,73.00,73.50
53.00,46.00,87.00,68.60
83.00,67.00,45.00,60.80
90.00,84.00,89.00,88.30
48.00,75.00,75.00,66.90
80.00,50.00,76.00,72.00
69.00,94.00,40.00,59.50
79.00,57.00,45.00,57.60
64.00,45.00,84.00,70.20
50.00,49.00,59.00,54.30
87.00,94.00,66.00,77.90
61.00,53.00,69.00,63.40
49.00,45.00,96.00,71.70
46.00,59.00,46.00,48.60
46.00,96.00,53.00,59.50
66.00,84.00,57.00,65.10
86.00,62.00,88.00,82.20
83.00,75.00,79.00,79.40
45.00,95.00,72.00,68.50
97.00,62.00,96.00,89.50
57.00,81.00,54.00,60.30
76.00,69.00,54.00,63.60
63.00,85.00,71.00,71.40
46.00,55.00,57.00,53.30
63.00,88.00,50.00,61.50
86.00,40.00,79.00,73.30
71.00,94.00,40.00,60.10
78.00,86.00,65.00,73.10
86.00,92.00,89.00,88.70
92.00,50.00,89.00,82.10
47.00,79.00,87.00,73.40
90.00,55.00,83.00,79.50
50.00,98.00,50.00,59.60
48.00,53.00,85.00,67.50
95.00,94.00,59.00,76.80
93.00,82.00,45.00,66.80
42.00,67.00,40.00,46.00
58.00,63.00,79.00,69.50
97.00,54.00,40.00,59.90
94.00,62.00,95.00,88.10
84.00,81.00,41.00,61.90
43.00,68.00,90.00,71.50
88.00,89.00,71.00,79.70
94.00,54.00,85.00,81.50
44.00,48.00,49.00,47.30
46.00,52.00,84.00,66.20
48.00,65.00,75.00,64.90
46.00,53.00,90.00,69.40
88.00,88.00,50.00,69.00
43.00,84.00,78.00,68.70
53.00,40.00,51.00,49.40
84.00,59.00,54.00,64.00
77.00,98.00,63.00,74.20
60.00,96.00,84.00,79.20
89.00,93.00,58.00,74.30
83.00,86.00,66.00,75.10
92.00,94.00,48.00,70.40
71.00,87.00,43.00,60.20
81.00,45.00,78.00,72.30
40.00,62.00,83.00,65.90
49.00,45.00,46.00,46.70
54.00,79.00,57.00,60.50
92.00,97.00,87.00,90.50
89.00,51.00,97.00,85.40
76.00,56.00,48.00,58.00
86.00,43.00,56.00,62.40
87.00,97.00,88.00,89.50
43.00,41.00,45.00,43.60
79.00,79.00,66.00,72.50
55.00,43.00,59.00,54.60
72.00,48.00,82.00,72.20
97.00,96.00,89.00,92.80
47.00,71.00,85.00,70.80
67.00,94.00,42.00,59.90
73.00,87.00,97.00,87.80
92.00,70.00,60.00,71.60
67.00,93.00,51.00,64.20
41.00,58.00,54.00,50.90
79.00,97.00,85.00,85.60
78.00,79.00,72.00,75.20
46.00,71.00,82.00,69.00
72.00,92.00,49.00,64.50
52.00,96.00,52.00,60.80
51.00,90.00,79.00,72.80
52.00,42.00,48.00,48.00
40.00,77.00,56.00,55.40
60.00,79.00,50.00,58.80
89.00,85.00,82.00,84.70
84.00,66.00,95.00,85.90
50.00,88.00,94.00,79.60
53.00,92.00,90.00,79.30
80.00,81.00,89.00,84.70
96.00,63.00,94.00,88.40
76.00,74.00,81.00,78.10
85.00,72.00,87.00,83.40
72.00,79.00,90.00,82.40
68.00,55.00,40.00,51.40
92.00,53.00,92.00,84.20
83.00,93.00,87.00,87.00
50.00,41.00,82.00,64.20
67.00,49.00,85.00,72.40
61.00,79.00,59.00,63.60
90.00,90.00,51.00,70.50
85.00,51.00,44.00,57.70
94.00,81.00,55.00,71.90
68.00,42.00,55.00,56.30
43.00,84.00,44.00,51.70
73.00,60.00,68.00,67.90
83.00,70.00,77.00,77.40
88.00,80.00,76.00,80.40
71.00,42.00,84.00,71.70
41.00,60.00,67.00,57.80
90.00,57.00,49.00,62.90
55.00,98.00,78.00,75.10
65.00,82.00,70.00,70.90
59.00,80.00,62.00,64.70
40.00,48.00,93.00,68.10
86.00,74.00,73.00,77.10
57.00,93.00,55.00,63.20
46.00,89.00,85.00,74.10
83.00,95.00,82.00,84.90
77.00,73.00,68.00,71.70
57.00,49.00,73.00,63.40
55.00,95.00,67.00,69.00
76.00,52.00,84.00,75.20
43.00,95.00,89.00,76.40
78.00,76.00,76.00,76.60
50.00,42.00,93.00,69.90
75.00,58.00,91.00,79.60
85.00,50.00,41.00,56.00
49.00,76.00,90.00,74.90
74.00,50.00,62.00,63.20
65.00,57.00,43.00,52.40
75.00,43.00,69.00,65.60
85.00,57.00,92.00,82.90
47.00,79.00,50.00,54.90
94.00,85.00,87.00,88.70
92.00,94.00,41.00,66.90
74.00,87.00,43.00,61.10
82.00,72.00,75.00,76.50
92.00,85.00,68.00,78.60
69.00,75.00,72.00,71.70
51.00,50.00,94.00,72.30
67.00,69.00,66.00,66.90
69.00,93.00,80.00,79.30
52.00,83.00,96.00,80.20
81.00,46.00,59.00,63.00
98.00,67.00,50.00,67.80
64.00,47.00,51.00,54.10
95.00,49.00,47.00,61.80
58.00,85.00,67.00,67.90
47.00,71.00,49.00,52.80
64.00,83.00,86.00,78.80
58.00,96.00,76.00,74.60
60.00,50.00,42.00,49.00
96.00,50.00,69.00,73.30
95.00,89.00,62.00,77.30
57.00,52.00,57.00,56.00
76.00,47.00,81.00,72.70
68.00,47.00,59.00,59.30
94.00,74.00,41.00,63.50
80.00,46.00,69.00,67.70
66.00,80.00,91.00,81.30
44.00,67.00,42.00,47.60
95.00,46.00,63.00,69.20
88.00,45.00,66.00,68.40
84.00,74.00,41.00,60.50
50.00,84.00,62.00,62.80
98.00,58.00,55.00,68.50
79.00,51.00,74.00,70.90
94.00,77.00,53.00,70.10
45.00,83.00,62.00,61.10
48.00,81.00,80.00,70.60
65.00,86.00,56.00,64.70
40.00,67.00,63.00,56.90
58.00,72.00,53.00,58.30
90.00,49.00,50.00,61.80
91.00,41.00,80.00,75.50
91.00,64.00,90.00,85.10
49.00,44.00,63.00,55.00
61.00,61.00,90.00,75.50
84.00,85.00,59.00,71.70
74.00,65.00,94.00,82.20
59.00,40.00,81.00,66.20
97.00,67.00,73.00,79.00
51.00,71.00,80.00,69.50
97.00,92.00,67.00,81.00
43.00,82.00,88.00,73.30
85.00,78.00,70.00,76.10
87.00,77.00,79.00,81.00
76.00,55.00,85.00,76.30
71.00,85.00,97.00,86.80
71.00,73.00,83.00,77.40
56.00,92.00,48.00,59.20
77.00,86.00,50.00,65.30
76.00,73.00,73.00,73.90
55.00,56.00,73.00,64.20
71.00,79.00,76.00,75.10
46.00,67.00,60.00,57.20
52.00,86.00,69.00,67.30
62.00,77.00,95.00,81.50
56.00,91.00,45.00,57.50
40.00,85.00,95.00,76.50
53.00,86.00,51.00,58.60
91.00,86.00,50.00,69.50
78.00,76.00,84.00,80.60
61.00,71.00,48.00,56.50
69.00,84.00,52.00,63.50
50.00,46.00,83.00,65.70
95.00,95.00,75.00,85.00
67.00,58.00,88.00,75.70
56.00,86.00,91.00,79.50
41.00,48.00,84.00,63.90
62.00,50.00,88.00,72.60
78.00,72.00,47.00,61.30
89.00,60.00,58.00,67.70
49.00,95.00,57.00,62.20
42.00,69.00,67.00,59.90
40.00,59.00,47.00,47.30
88.00,42.00,44.00,56.80
95.00,54.00,71.00,74.80
78.00,48.00,74.00,70.00
72.00,67.00,72.00,71.00
97.00,81.00,47.00,68.80
47.00,98.00,62.00,64.70
67.00,50.00,43.00,51.60
79.00,63.00,68.00,70.30
54.00,95.00,48.00,59.20
89.00,98.00,72.00,82.30
46.00,88.00,83.00,72.90
79.00,85.00,68.00,74.70
81.00,56.00,40.00,55.50
52.00,98.00,46.00,58.20
92.00,83.00,65.00,76.70
72.00,44.00,60.00,60.40
63.00,65.00,73.00,68.40
95.00,90.00,40.00,66.50
75.00,72.00,63.00,68.40
90.00,83.00,54.00,70.60
49.00,41.00,70.00,57.90
85.00,76.00,69.00,75.20
52.00,87.00,75.00,70.50
84.00,92.00,48.00,67.60
59.00,80.00,86.00,76.70
65.00,50.00,64.00,61.50
60.00,69.00,82.00,72.80
80.00,80.00,70.00,75.00
55.00,92.00,91.00,80.40
51.00,69.00,72.00,65.10
58.00,42.00,85.00,68.30
77.00,61.00,40.00,55.30
50.00,50.00,98.00,74.00
91.00,70.00,88.00,85.30
95.00,64.00,56.00,69.30
74.00,77.00,65.00,70.10
95.00,95.00,75.00,85.00
57.00,85.00,70.00,69.10
95.00,92.00,73.00,83.40
52.00,52.00,63.00,57.50
76.00,82.00,42.00,60.20
54.00,45.00,98.00,74.20
82.00,73.00,88.00,83.20
65.00,68.00,42.00,54.10
49.00,45.00,53.00,50.20
60.00,89.00,98.00,84.80
93.00,78.00,98.00,92.50
47.00,55.00,52.00,51.10
52.00,51.00,93.00,72.30
62.00,64.00,72.00,67.40
93.00,73.00,89.00,87.00
87.00,93.00,75.00,82.20
74.00,40.00,79.00,69.70
95.00,87.00,40.00,65.90
60.00,64.00,60.00,60.80
74.00,72.00,42.00,57.60
85.00,75.00,67.00,74.00
68.00,50.00,89.00,74.90
70.00,59.00,51.00,58.30
52.00,44.00,86.00,67.40
84.00,58.00,78.00,75.80
77.00,75.00,46.00,61.10
93.00,69.00,74.00,78.70
75.00,40.00,65.00,63.00
52.00,60.00,80.00,67.60
50.00,58.00,91.00,72.10
48.00,46.00,75.00,61.10
40.00,55.00,53.00,49.50
61.00,96.00,78.00,76.50
89.00,49.00,89.00,81.00
97.00,48.00,80.00,78.70
44.00,79.00,40.00,49.00
90.00,91.00,73.00,81.70
62.00,70.00,42.00,53.60
55.00,64.00,86.00,72.30
93.00,55.00,40.00,58.90
58.00,79.00,49.00,57.70
88.00,75.00,64.00,73.40
63.00,40.00,49.00,51.40
40.00,63.00,40.00,44.60
66.00,47.00,90.00,74.20
87.00,41.00,83.00,75.80
81.00,72.00,95.00,86.20
90.00,74.00,49.00,66.30
78.00,43.00,43.00,53.50
77.00,57.00,82.00,75.50
75.00,60.00,55.00,62.00
95.00,76.00,53.00,70.20
40.00,74.00,46.00,49.80
75.00,93.00,95.00,88.60
84.00,80.00,51.00,66.70
71.00,71.00,51.00,61.00
65.00,58.00,66.00,64.10
92.00,49.00,47.00,60.90
97.00,82.00,81.00,86.00
50.00,81.00,95.00,78.70
46.00,92.00,79.00,71.70
66.00,86.00,65.00,69.50
83.00,90.00,73.00,79.40
58.00,69.00,42.00,52.20
61.00,76.00,81.00,74.00
48.00,92.00,91.00,78.30
75.00,73.00,97.00,85.60
87.00,86.00,71.00,78.80
71.00,98.00,46.00,63.90
40.00,85.00,55.00,56.50
44.00,97.00,85.00,75.10
68.00,47.00,63.00,61.30
52.00,49.00,97.00,73.90
49.00,83.00,91.00,76.80
86.00,40.00,93.00,80.30
68.00,74.00,60.00,65.20
69.00,45.00,92.00,75.70
49.00,53.00,75.00,62.80
61.00,93.00,92.00,82.90
42.00,40.00,63.00,52.10
71.00,73.00,82.00,76.90
68.00,64.00,82.00,74.20
77.00,53.00,49.00,58.20
64.00,81.00,50.00,60.40
58.00,82.00,50.00,58.80
84.00,40.00,49.00,57.70
46.00,71.00,64.00,60.00
94.00,65.00,42.00,62.20
86.00,82.00,94.00,89.20
84.00,97.00,42.00,65.60
55.00,82.00,73.00,69.40
91.00,88.00,87.00,88.40
77.00,78.00,57.00,67.20
45.00,74.00,66.00,61.30
47.00,64.00,75.00,64.40
66.00,63.00,82.00,73.40
61.00,43.00,80.00,66.90
54.00,86.00,69.00,67.90
46.00,53.00,72.00,60.40
92.00,88.00,56.00,73.20
40.00,69.00,64.00,57.80
80.00,73.00,78.00,77.60
83.00,89.00,47.00,66.20
76.00,57.00,83.00,75.70
62.00,64.00,69.00,65.90
87.00,40.00,71.00,69.60
51.00,75.00,55.00,57.80
47.00,69.00,74.00,64.90
77.00,69.00,60.00,66.90
46.00,43.00,94.00,69.40
54.00,47.00,78.00,64.60
43.00,43.00,88.00,65.50
60.00,86.00,49.00,59.70
81.00,89.00,66.00,75.10
47.00,75.00,41.00,49.60
95.00,46.00,73.00,74.20
47.00,65.00,64.00,59.10
47.00,97.00,67.00,67.00
92.00,53.00,83.00,79.70
65.00,46.00,44.00,50.70
42.00,95.00,70.00,66.60
41.00,94.00,45.00,53.60
45.00,83.00,72.00,66.10
82.00,93.00,60.00,73.20
74.00,77.00,52.00,63.60
95.00,68.00,59.00,71.60
86.00,77.00,61.00,71.70
49.00,56.00,43.00,47.40
49.00,66.00,75.00,65.40
86.00,68.00,81.00,79.90
86.00,65.00,43.00,60.30
98.00,41.00,40.00,57.60
88.00,92.00,42.00,65.80
53.00,84.00,87.00,76.20
72.00,55.00,43.00,54.10
90.00,86.00,82.00,85.20
55.00,60.00,72.00,64.50
96.00,81.00,71.00,80.50
95.00,87.00,56.00,73.90
79.00,66.00,94.00,83.90
60.00,67.00,54.00,58.40
41.00,90.00,83.00,71.80
59.00,48.00,59.00,56.80
90.00,79.00,85.00,85.30
98.00,58.00,85.00,83.50
41.00,55.00,51.00,48.80
94.00,74.00,69.00,77.50
44.00,72.00,82.00,68.60
67.00,68.00,78.00,72.70
46.00,56.00,81.00,65.50
41.00,75.00,71.00,62.80
97.00,89.00,42.00,67.90
41.00,66.00,70.00,60.50
95.00,61.00,95.00,88.20
78.00,47.00,41.00,53.30
46.00,78.00,40.00,49.40
82.00,67.00,65.00,70.50
85.00,71.00,76.00,77.70
85.00,64.00,89.00,82.80
96.00,98.00,89.00,92.90
72.00,59.00,62.00,64.40
67.00,48.00,78.00,68.70
75.00,60.00,64.00,66.50
54.00,46.00,77.00,63.90
74.00,82.00,76.00,76.60
45.00,80.00,59.00,59.00
97.00,45.00,44.00,60.10
45.00,53.00,60.00,54.10
47.00,96.00,47.00,56.80
48.00,72.00,87.00,72.30
45.00,98.00,52.00,59.10
69.00,54.00,57.00,60.00
65.00,89.00,76.00,75.30
98.00,76.00,75.00,82.10
62.00,91.00,81.00,77.30
76.00,80.00,71.00,74.30
83.00,51.00,45.00,57.60
41.00,52.00,50.00,47.70
47.00,54.00,98.00,73.90
45.00,58.00,74.00,62.10
62.00,40.00,87.00,70.10
49.00,86.00,44.00,53.90
80.00,45.00,65.00,65.50
53.00,74.00,87.00,74.20
73.00,45.00,67.00,64.40
46.00,77.00,70.00,64.20
55.00,97.00,76.00,73.90
68.00,59.00,50.00,57.20
95.00,84.00,85.00,87.80
67.00,54.00,47.00,54.40
77.00,51.00,78.00,72.30
47.00,49.00,82.00,64.90
54.00,64.00,84.00,71.00
77.00,85.00,41.00,60.60
56.00,94.00,75.00,73.10
89.00,91.00,93.00,91.40
67.00,54.00,73.00,67.40
55.00,74.00,70.00,66.30
57.00,53.00,42.00,48.70
87.00,77.00,78.00,80.50
51.00,94.00,57.00,62.60
91.00,85.00,89.00,88.80
42.00,80.00,92.00,74.60
66.00,59.00,87.00,75.10
67.00,93.00,51.00,64.20
40.00,97.00,61.00,61.90
98.00,59.00,47.00,64.70
72.00,71.00,65.00,68.30
85.00,83.00,74.00,79.10
81.00,46.00,82.00,74.50
42.00,88.00,68.00,64.20
82.00,45.00,40.00,53.60
48.00,48.00,48.00,48.00
59.00,96.00,83.00,78.40
71.00,72.00,49.00,60.20
73.00,93.00,55.00,68.00
57.00,95.00,63.00,67.60
71.00,71.00,84.00,77.50
55.00,80.00,84.00,74.50
54.00,72.00,79.00,70.10
60.00,47.00,80.00,67.40
75.00,56.00,85.00,76.20
66.00,46.00,51.00,54.50
58.00,42.00,92.00,71.80
94.00,66.00,72.00,77.40
72.00,72.00,60.00,66.00
59.00,69.00,40.00,51.50
72.00,66.00,55.00,62.30
61.00,83.00,84.00,76.90
61.00,95.00,64.00,69.30
83.00,96.00,97.00,92.60
93.00,78.00,65.00,76.00
49.00,84.00,61.00,62.00
90.00,45.00,98.00,85.00
52.00,48.00,45.00,47.70
85.00,92.00,48.00,67.90
45.00,88.00,78.00,70.10
66.00,76.00,82.00,76.00
48.00,94.00,94.00,80.20
51.00,54.00,83.00,67.60
56.00,95.00,63.00,67.30
97.00,41.00,86.00,80.30
63.00,86.00,81.00,76.60
76.00,67.00,48.00,60.20
53.00,63.00,50.00,53.50
68.00,64.00,57.00,61.70
46.00,70.00,77.00,66.30
61.00,41.00,97.00,75.00
50.00,70.00,98.00,78.00
55.00,44.00,82.00,66.30
43.00,63.00,45.00,48.00
79.00,43.00,43.00,53.80
64.00,62.00,77.00,70.10
55.00,92.00,88.00,78.90
42.00,70.00,48.00,50.60
54.00,44.00,55.00,52.50
61.00,90.00,65.00,68.80
46.00,79.00,89.00,74.10
64.00,83.00,94.00,82.80
44.00,43.00,42.00,42.80
75.00,58.00,47.00,57.60
88.00,90.00,67.00,77.90
95.00,89.00,92.00,92.30
79.00,43.00,72.00,68.30
76.00,62.00,43.00,56.70
64.00,40.00,77.00,65.70
61.00,71.00,77.00,71.00
69.00,57.00,57.00,60.60
88.00,67.00,95.00,87.30
81.00,84.00,61.00,71.60
87.00,60.00,65.00,70.60
47.00,86.00,83.00,72.80
85.00,43.00,51.00,59.60
51.00,65.00,57.00,56.80
97.00,71.00,69.00,77.80
72.00,67.00,98.00,84.00
40.00,69.00,70.00,60.80
50.00,58.00,56.00,54.60
98.00,74.00,63.00,75.70
67.00,73.00,91.00,80.20
98.00,49.00,68.00,73.20
65.00,84.00,60.00,66.30
62.00,40.00,78.00,65.60
69.00,61.00,91.00,78.40
79.00,41.00,42.00,52.90
65.00,65.00,62.00,63.50
96.00,85.00,95.00,93.30
63.00,65.00,71.00,67.40
40.00,44.00,85.00,63.30
98.00,56.00,65.00,73.10
83.00,52.00,97.00,83.80
51.00,43.00,67.00,57.40
58.00,71.00,60.00,61.60
57.00,60.00,74.00,66.10
81.00,94.00,85.00,85.60
89.00,43.00,53.00,61.80
58.00,49.00,48.00,51.20
74.00,64.00,53.00,61.50
66.00,78.00,75.00,72.90
93.00,62.00,56.00,68.30
66.00,71.00,55.00,61.50
92.00,62.00,47.00,63.50
43.00,98.00,64.00,64.50
56.00,72.00,68.00,65.20
87.00,92.00,64.00,76.50
97.00,58.00,64.00,72.70
94.00,81.00,78.00,83.40
78.00,75.00,75.00,75.90
73.00,75.00,69.00,71.40
40.00,52.00,48.00,46.40
80.00,83.00,41.00,61.10
54.00,61.00,84.00,70.40
50.00,84.00,82.00,72.80
71.00,59.00,47.00,56.60
73.00,46.00,86.00,74.10
48.00,98.00,40.00,54.00
74.00,68.00,79.00,75.30
71.00,86.00,67.00,72.00
68.00,57.00,90.00,76.80
70.00,63.00,84.00,75.60
65.00,79.00,86.00,78.30
88.00,73.00,74.00,78.00
84.00,68.00,77.00,77.30
84.00,50.00,79.00,74.70
74.00,55.00,98.00,82.20
40.00,74.00,69.00,61.30
90.00,95.00,69.00,80.50
93.00,40.00,63.00,67.40
66.00,65.00,43.00,54.30
65.00,41.00,70.00,62.70
70.00,80.00,76.00,75.00
56.00,89.00,86.00,77.60
84.00,57.00,62.00,67.60
46.00,66.00,59.00,56.50
90.00,60.00,42.00,60.00
76.00,42.00,56.00,59.20
63.00,88.00,48.00,60.50
44.00,86.00,86.00,73.40
95.00,96.00,52.00,73.70
97.00,45.00,97.00,86.60
66.00,95.00,74.00,75.80
94.00,88.00,89.00,90.30
96.00,40.00,46.00,59.80
58.00,41.00,62.00,56.60
83.00,78.00,67.00,74.00
66.00,71.00,86.00,77.00
67.00,55.00,91.00,76.60
41.00,77.00,45.00,50.20
59.00,84.00,94.00,81.50
49.00,97.00,58.00,63.10
64.00,92.00,90.00,82.60
71.00,40.00,44.00,51.30
45.00,60.00,48.00,49.50
77.00,92.00,51.00,67.00
98.00,89.00,70.00,82.20
98.00,72.00,64.00,75.80
84.00,45.00,59.00,63.70
63.00,50.00,64.00,60.90
98.00,76.00,60.00,74.60
77.00,50.00,98.00,82.10
51.00,74.00,57.00,58.60
88.00,86.00,85.00,86.10
55.00,54.00,61.00,57.80
62.00,76.00,73.00,70.30
72.00,43.00,46.00,53.20
92.00,66.00,95.00,88.30
60.00,97.00,83.00,78.90
83.00,91.00,84.00,85.10
45.00,86.00,98.00,79.70
98.00,44.00,71.00,73.70
40.00,86.00,51.00,54.70
66.00,82.00,68.00,70.20
61.00,80.00,83.00,75.80
40.00,70.00,64.00,58.00
90.00,56.00,97.00,86.70
71.00,63.00,87.00,77.40
79.00,50.00,43.00,55.20
50.00,52.00,72.00,61.40
58.00,49.00,55.00,54.70
66.00,74.00,82.00,75.60
85.00,42.00,60.00,63.90
68.00,70.00,52.00,60.40
86.00,84.00,79.00,82.10
59.00,86.00,40.00,54.90
54.00,74.00,65.00,63.50
76.00,67.00,82.00,77.20
54.00,62.00,42.00,49.60
72.00,93.00,80.00,80.20
68.00,78.00,97.00,84.50
49.00,73.00,76.00,67.30
50.00,51.00,41.00,45.70
91.00,81.00,87.00,87.00
47.00,85.00,68.00,65.10
50.00,46.00,61.00,54.70
50.00,84.00,48.00,55.80
88.00,52.00,81.00,77.30
70.00,72.00,55.00,62.90
51.00,81.00,48.00,55.50
98.00,45.00,86.00,81.40
50.00,51.00,49.00,49.70
72.00,59.00,40.00,53.40
51.00,77.00,64.00,62.70
78.00,79.00,86.00,82.20
60.00,55.00,79.00,68.50
94.00,65.00,46.00,64.20
54.00,48.00,84.00,67.80
67.00,87.00,76.00,75.50
41.00,60.00,83.00,65.80
62.00,92.00,73.00,73.50
66.00,88.00,89.00,81.90
